,Date,Product,Price,Quantities
722,2051-12-24,Phone,88.08,10
723,2051-12-25,Camera,186.65,11
724,2051-12-26,Tablet,158.85,5
725,2051-12-27,Camera,53.89,7
726,2051-12-28,Camera,119.23,7
727,2051-12-29,Tablet,92.2,2
728,2051-12-30,Phone,54.34,14
729,2051-12-31,Phone,182.7,11
730,2052-01-01,Camera,165.65,6
731,2052-01-02,Camera,99.46,4
732,2052-01-03,Tablet,169.48,5
733,2052-01-04,Tablet,98.7,10
734,2052-01-05,Camera,96.18,7
735,2052-01-06,Phone,189.22,10
736,2052-01-07,Phone,196.54,10
737,2052-01-08,Camera,128.53,2
738,2052-01-09,Camera,192.79,4
739,2052-01-10,Tablet,183.2,6
740,2052-01-11,Camera,127.7,6
741,2052-01-12,Phone,105.91,10
742,2052-01-13,Camera,156.55,6
743,2052-01-14,Tablet,118.35,9
744,2052-01-15,Phone,140.78,14
745,2052-01-16,Phone,198.56,11
746,2052-01-17,Tablet,166.09,13
747,2052-01-18,Phone,100.14,5
748,2052-01-19,Phone,63.35,8
749,2052-01-20,Phone,77.74,9
750,2052-01-21,Camera,129.03,11
751,2052-01-22,Tablet,112.57,2
752,2052-01-23,Camera,170.1,7
753,2052-01-24,Tablet,189.98,11
754,2052-01-25,Phone,76.68,7
755,2052-01-26,Camera,179.01,6
756,2052-01-27,Tablet,193.61,1
757,2052-01-28,Tablet,193.92,11
758,2052-01-29,Tablet,55.68,9
759,2052-01-30,Tablet,58.64,6
760,2052-01-31,Phone,50.87,10
761,2052-02-01,Phone,96.9,9
762,2052-02-02,Phone,58.35,12
763,2052-02-03,Tablet,94.08,8
764,2052-02-04,Phone,103.4,7
765,2052-02-05,Tablet,193.05,2
766,2052-02-06,Camera,121.54,8
767,2052-02-07,Tablet,91.74,11
768,2052-02-08,Tablet,125.45,9
769,2052-02-09,Phone,146.5,4
770,2052-02-10,Camera,66.69,4
771,2052-02-11,Phone,163.71,13
772,2052-02-12,Camera,177.79,9
773,2052-02-13,Phone,176.64,5
774,2052-02-14,Camera,183.58,2
775,2052-02-15,Phone,107.28,8
776,2052-02-16,Camera,116.57,10
777,2052-02-17,Camera,65.24,12
778,2052-02-18,Camera,83.87,6
779,2052-02-19,Camera,195.7,11
780,2052-02-20,Phone,92.69,8
781,2052-02-21,Phone,186.11,9
782,2052-02-22,Phone,183.58,1
783,2052-02-23,Camera,188.38,2
784,2052-02-24,Phone,73.42,8
785,2052-02-25,Tablet,181.96,8
786,2052-02-26,Tablet,144.8,10
787,2052-02-27,Tablet,81.59,9
788,2052-02-28,Phone,101.77,7
789,2052-02-29,Phone,73.99,3
790,2052-03-01,Tablet,116.65,3
791,2052-03-02,Tablet,62.57,11
792,2052-03-03,Tablet,74.8,1
793,2052-03-04,Phone,79.58,4
794,2052-03-05,Tablet,153.65,11
795,2052-03-06,Phone,136.07,3
796,2052-03-07,Tablet,181.0,12
797,2052-03-08,Camera,86.7,11
798,2052-03-09,Camera,144.44,3
799,2052-03-10,Tablet,55.16,10
800,2052-03-11,Phone,127.43,12
801,2052-03-12,Camera,179.48,5
802,2052-03-13,Camera,197.62,13
803,2052-03-14,Phone,51.48,7
804,2052-03-15,Phone,87.93,7
805,2052-03-16,Camera,83.58,3
806,2052-03-17,Tablet,57.13,13
807,2052-03-18,Tablet,51.53,11
808,2052-03-19,Tablet,123.53,5
809,2052-03-20,Camera,56.82,1
810,2052-03-21,Camera,91.75,3
811,2052-03-22,Phone,146.0,13
812,2052-03-23,Phone,94.2,9
813,2052-03-24,Camera,90.45,8
814,2052-03-25,Camera,138.58,14
815,2052-03-26,Camera,107.08,11
816,2052-03-27,Tablet,155.38,12
817,2052-03-28,Tablet,124.42,12
818,2052-03-29,Phone,144.98,4
819,2052-03-30,Camera,103.01,6
820,2052-03-31,Phone,93.06,6
821,2052-04-01,Phone,69.98,11
822,2052-04-02,Phone,190.56,7
823,2052-04-03,Camera,170.73,10
824,2052-04-04,Phone,190.7,13
825,2052-04-05,Tablet,77.81,9
826,2052-04-06,Camera,189.97,14
827,2052-04-07,Camera,190.36,4
828,2052-04-08,Camera,92.53,3
829,2052-04-09,Camera,91.2,14
830,2052-04-10,Tablet,132.71,6
831,2052-04-11,Camera,77.79,5
832,2052-04-12,Tablet,116.32,7
833,2052-04-13,Tablet,77.8,4
834,2052-04-14,Tablet,192.11,11
835,2052-04-15,Tablet,124.07,6
836,2052-04-16,Phone,194.59,12
837,2052-04-17,Camera,146.74,12
838,2052-04-18,Phone,122.65,13
839,2052-04-19,Tablet,195.15,12
840,2052-04-20,Phone,71.48,4
841,2052-04-21,Tablet,144.85,4
842,2052-04-22,Tablet,149.28,5
843,2052-04-23,Phone,115.08,10
844,2052-04-24,Camera,58.9,6
845,2052-04-25,Tablet,123.91,13
846,2052-04-26,Camera,119.77,4
847,2052-04-27,Tablet,171.01,1
848,2052-04-28,Camera,88.5,10
849,2052-04-29,Phone,108.71,5
850,2052-04-30,Tablet,86.03,2
851,2052-05-01,Phone,152.97,11
852,2052-05-02,Camera,198.48,8
853,2052-05-03,Camera,76.61,1
854,2052-05-04,Camera,173.22,6
855,2052-05-05,Camera,84.65,8
856,2052-05-06,Phone,58.7,9
857,2052-05-07,Phone,70.82,4
858,2052-05-08,Tablet,190.27,4
859,2052-05-09,Tablet,183.28,4
860,2052-05-10,Phone,93.39,13
861,2052-05-11,Camera,192.16,7
862,2052-05-12,Camera,177.49,3
863,2052-05-13,Tablet,115.2,6
864,2052-05-14,Tablet,120.21,11
865,2052-05-15,Phone,144.48,8
866,2052-05-16,Phone,73.7,13
867,2052-05-17,Camera,52.22,13
868,2052-05-18,Phone,89.83,12
869,2052-05-19,Tablet,52.32,8
870,2052-05-20,Tablet,151.17,1
871,2052-05-21,Phone,132.72,3
872,2052-05-22,Phone,98.25,3
873,2052-05-23,Camera,167.03,3
874,2052-05-24,Tablet,71.87,3
875,2052-05-25,Phone,86.73,11
876,2052-05-26,Camera,93.85,3
877,2052-05-27,Tablet,79.39,6
878,2052-05-28,Phone,63.19,9
879,2052-05-29,Phone,180.5,2
880,2052-05-30,Phone,63.23,12
881,2052-05-31,Tablet,152.56,10
882,2052-06-01,Camera,68.06,9
883,2052-06-02,Camera,51.6,10
884,2052-06-03,Camera,133.59,13
885,2052-06-04,Camera,186.07,13
886,2052-06-05,Phone,179.07,5
887,2052-06-06,Phone,100.77,3
888,2052-06-07,Phone,54.07,2
889,2052-06-08,Camera,170.13,7
890,2052-06-09,Camera,170.9,2
891,2052-06-10,Phone,180.27,7
892,2052-06-11,Camera,150.45,7
893,2052-06-12,Camera,171.17,12
894,2052-06-13,Phone,184.62,6
895,2052-06-14,Phone,118.07,6
896,2052-06-15,Tablet,133.67,1
897,2052-06-16,Camera,125.92,3
898,2052-06-17,Tablet,153.8,11
899,2052-06-18,Camera,152.44,8
900,2052-06-19,Camera,128.05,13
901,2052-06-20,Camera,174.27,9
902,2052-06-21,Tablet,125.87,11
903,2052-06-22,Phone,173.73,11
904,2052-06-23,Camera,92.28,14
905,2052-06-24,Tablet,76.77,6
906,2052-06-25,Phone,195.48,13
907,2052-06-26,Camera,161.29,5
908,2052-06-27,Tablet,88.97,9
909,2052-06-28,Phone,137.19,10
910,2052-06-29,Camera,193.29,1
911,2052-06-30,Phone,62.11,3
912,2052-07-01,Tablet,62.53,11
913,2052-07-02,Tablet,142.87,1
914,2052-07-03,Tablet,83.67,10
915,2052-07-04,Camera,164.78,6
916,2052-07-05,Tablet,135.22,2
917,2052-07-06,Phone,149.93,10
918,2052-07-07,Camera,66.17,8
919,2052-07-08,Tablet,62.64,3
920,2052-07-09,Camera,143.77,4
921,2052-07-10,Phone,111.46,4
922,2052-07-11,Tablet,63.09,3
923,2052-07-12,Camera,105.66,1
924,2052-07-13,Phone,150.82,1
925,2052-07-14,Phone,78.44,10
926,2052-07-15,Camera,184.36,11
927,2052-07-16,Phone,192.48,6
928,2052-07-17,Phone,194.24,1
929,2052-07-18,Camera,159.51,6
930,2052-07-19,Camera,110.94,6
931,2052-07-20,Camera,161.56,4
932,2052-07-21,Phone,93.2,13
933,2052-07-22,Camera,97.16,13
934,2052-07-23,Phone,140.88,12
935,2052-07-24,Camera,139.23,12
936,2052-07-25,Camera,181.8,6
937,2052-07-26,Tablet,88.19,12
938,2052-07-27,Camera,164.93,7
939,2052-07-28,Phone,191.15,7
940,2052-07-29,Phone,50.15,8
941,2052-07-30,Camera,121.41,1
942,2052-07-31,Camera,148.56,9
943,2052-08-01,Tablet,176.5,11
944,2052-08-02,Camera,77.56,10
945,2052-08-03,Tablet,178.42,14
946,2052-08-04,Camera,104.65,1
947,2052-08-05,Phone,183.84,4
948,2052-08-06,Phone,54.16,11
949,2052-08-07,Phone,62.81,3
950,2052-08-08,Camera,197.21,7
951,2052-08-09,Tablet,141.43,6
952,2052-08-10,Tablet,112.64,7
953,2052-08-11,Camera,75.38,6
954,2052-08-12,Phone,147.49,10
955,2052-08-13,Tablet,55.55,5
956,2052-08-14,Tablet,96.74,9
957,2052-08-15,Phone,98.52,6
958,2052-08-16,Camera,141.12,13
959,2052-08-17,Camera,147.62,10
960,2052-08-18,Phone,176.91,13
961,2052-08-19,Phone,189.14,5
962,2052-08-20,Camera,149.07,3
963,2052-08-21,Camera,136.73,12
964,2052-08-22,Phone,109.81,1
965,2052-08-23,Phone,194.99,8
966,2052-08-24,Camera,73.11,3
967,2052-08-25,Phone,184.26,1
968,2052-08-26,Phone,96.65,12
969,2052-08-27,Camera,132.27,11
970,2052-08-28,Camera,152.31,14
971,2052-08-29,Tablet,85.47,14
972,2052-08-30,Tablet,75.16,10
973,2052-08-31,Camera,126.27,8
974,2052-09-01,Tablet,168.78,11
975,2052-09-02,Phone,153.86,5
976,2052-09-03,Tablet,67.85,9
977,2052-09-04,Phone,185.11,12
978,2052-09-05,Tablet,121.96,8
979,2052-09-06,Camera,192.0,9
980,2052-09-07,Camera,133.02,6
981,2052-09-08,Tablet,62.72,10
982,2052-09-09,Phone,80.37,10
983,2052-09-10,Phone,178.14,8
984,2052-09-11,Tablet,155.89,11
985,2052-09-12,Phone,184.24,2
986,2052-09-13,Phone,99.37,6
987,2052-09-14,Tablet,129.2,2
988,2052-09-15,Tablet,147.56,11
989,2052-09-16,Camera,139.14,9
990,2052-09-17,Camera,84.72,4
991,2052-09-18,Phone,114.02,14
992,2052-09-19,Tablet,87.22,14
993,2052-09-20,Camera,176.84,13
994,2052-09-21,Tablet,198.0,6
995,2052-09-22,Camera,59.99,9
996,2052-09-23,Phone,157.09,10
997,2052-09-24,Camera,99.52,14
998,2052-09-25,Tablet,143.82,13
999,2052-09-26,Camera,88.72,11
